ID;countInput;countLineCode;countLineCodeDecl;countLineCodeExe;countOutput;countPath;countPathLog;countStmt;countStmtDec;countStmtExe;cyclomatic;cyclomaticModified;cyclomaticStrict;essential;knots;maxEssentialKnots;maxNesting;minEssentialKnots;ID;countInput;countLineCode;countLineCodeDecl;countLineCodeExe;countOutput;countPath;countPathLog;countStmt;countStmtDec;countStmtExe;cyclomatic;cyclomaticModified;cyclomaticStrict;essential;knots;maxEssentialKnots;maxNesting;minEssentialKnots;Id;AvgPathLength;HasLoop;AvgCountLoop;CountReqEcCovered;EdgeCoverage;CountReqPcCovered;PrimePathCoverage
net.objecthunter.exp4j.ExpressionBuilder.build();183;16;1;11;8;6;1;12;2;10;4;4;5;1;0;0;2;0;net.objecthunter.exp4j.ExpressionBuilderTest.testModulo1();0;5;3;3;4;1;0;3;2;1;1;1;1;1;0;0;0;0;net.objecthunter.exp4j.ExpressionBuilderTest.testModulo1();17;1;4;10;0.7142857142857143;3;0.5;
net.objecthunter.exp4j.ExpressionBuilder.build();183;16;1;11;8;6;1;12;2;10;4;4;5;1;0;0;2;0;net.objecthunter.exp4j.ExpressionBuilderTest.testOperators4();0;60;9;50;5;1;0;32;8;24;1;1;1;1;0;0;0;0;net.objecthunter.exp4j.ExpressionBuilderTest.testOperators4();17;1;4;10;0.7142857142857143;3;0.5;
net.objecthunter.exp4j.ExpressionBuilder.build();183;16;1;11;8;6;1;12;2;10;4;4;5;1;0;0;2;0;net.objecthunter.exp4j.ExpressionBuilderTest.testExpressionBuilder01();0;9;4;7;6;1;0;4;3;1;1;1;1;1;0;0;0;0;net.objecthunter.exp4j.ExpressionBuilderTest.testExpressionBuilder01();21;1;6;10;0.7142857142857143;3;0.5;
net.objecthunter.exp4j.ExpressionBuilder.build();183;16;1;11;8;6;1;12;2;10;4;4;5;1;0;0;2;0;net.objecthunter.exp4j.ExpressionBuilderTest.testExpressionBuilder02();0;9;4;7;6;1;0;4;3;1;1;1;1;1;0;0;0;0;net.objecthunter.exp4j.ExpressionBuilderTest.testExpressionBuilder02();21;1;6;10;0.7142857142857143;3;0.5;
net.objecthunter.exp4j.ExpressionBuilder.build();183;16;1;11;8;6;1;12;2;10;4;4;5;1;0;0;2;0;net.objecthunter.exp4j.ExpressionBuilderTest.testExpressionBuilder03();0;12;6;10;8;1;0;6;5;1;1;1;1;1;0;0;0;0;net.objecthunter.exp4j.ExpressionBuilderTest.testExpressionBuilder03();21;1;6;10;0.7142857142857143;3;0.5;
net.objecthunter.exp4j.ExpressionBuilder.build();183;16;1;11;8;6;1;12;2;10;4;4;5;1;0;0;2;0;net.objecthunter.exp4j.ExpressionBuilderTest.testExpressionBuilder04();0;18;6;15;8;1;0;12;5;7;1;1;1;1;0;0;0;0;net.objecthunter.exp4j.ExpressionBuilderTest.testExpressionBuilder04();21;1;6;10;0.7142857142857143;3;0.5;
net.objecthunter.exp4j.ExpressionBuilder.build();183;16;1;11;8;6;1;12;2;10;4;4;5;1;0;0;2;0;net.objecthunter.exp4j.ExpressionBuilderTest.testExpressionBuilder05();0;11;6;9;6;1;0;6;5;1;1;1;1;1;0;0;0;0;net.objecthunter.exp4j.ExpressionBuilderTest.testExpressionBuilder05();19;1;5;10;0.7142857142857143;3;0.5;
net.objecthunter.exp4j.ExpressionBuilder.build();183;16;1;11;8;6;1;12;2;10;4;4;5;1;0;0;2;0;net.objecthunter.exp4j.ExpressionBuilderTest.testExpressionBuilder06();0;13;7;11;6;1;0;10;6;4;1;1;1;1;0;0;0;0;net.objecthunter.exp4j.ExpressionBuilderTest.testExpressionBuilder06();23;1;7;10;0.7142857142857143;3;0.5;
net.objecthunter.exp4j.ExpressionBuilder.build();183;16;1;11;8;6;1;12;2;10;4;4;5;1;0;0;2;0;net.objecthunter.exp4j.ExpressionBuilderTest.testExpressionBuilder5();0;18;7;13;5;1;0;11;7;4;1;1;1;1;0;0;0;0;net.objecthunter.exp4j.ExpressionBuilderTest.testExpressionBuilder5();17;1;4;10;0.7142857142857143;3;0.5;
net.objecthunter.exp4j.ExpressionBuilder.build();183;16;1;11;8;6;1;12;2;10;4;4;5;1;0;0;2;0;net.objecthunter.exp4j.ExpressionBuilderTest.testExpressionBuilder07();0;9;5;7;8;1;0;5;4;1;1;1;1;1;0;0;0;0;net.objecthunter.exp4j.ExpressionBuilderTest.testExpressionBuilder07();19;1;5;10;0.7142857142857143;3;0.5;
net.objecthunter.exp4j.ExpressionBuilder.build();183;16;1;11;8;6;1;12;2;10;4;4;5;1;0;0;2;0;net.objecthunter.exp4j.ExpressionBuilderTest.testExpressionBuilder08();0;9;5;7;8;1;0;5;4;1;1;1;1;1;0;0;0;0;net.objecthunter.exp4j.ExpressionBuilderTest.testExpressionBuilder08();19;1;5;10;0.7142857142857143;3;0.5;
net.objecthunter.exp4j.ExpressionBuilder.build();183;16;1;11;8;6;1;12;2;10;4;4;5;1;0;0;2;0;net.objecthunter.exp4j.ExpressionBuilderTest.testSameName();0;17;7;13;11;1;0;9;6;3;1;1;1;1;0;0;0;0;net.objecthunter.exp4j.ExpressionBuilderTest.testSameName();14;1;2;10;0.7142857142857143;2;0.3333333333333333;
net.objecthunter.exp4j.ExpressionBuilder.build();183;16;1;11;8;6;1;12;2;10;4;4;5;1;0;0;2;0;net.objecthunter.exp4j.ExpressionBuilderTest.testInvalidFunction();0;8;4;6;5;1;0;4;3;1;1;1;1;1;0;0;0;0;net.objecthunter.exp4j.ExpressionBuilderTest.testInvalidFunction();19;1;5;10;0.7142857142857143;3;0.5;
net.objecthunter.exp4j.ExpressionBuilder.build();183;16;1;11;8;6;1;12;2;10;4;4;5;1;0;0;2;0;net.objecthunter.exp4j.ExpressionBuilderTest.testMissingVar();0;8;4;6;5;1;0;4;3;1;1;1;1;1;0;0;0;0;net.objecthunter.exp4j.ExpressionBuilderTest.testMissingVar();21;1;6;10;0.7142857142857143;3;0.5;
net.objecthunter.exp4j.ExpressionBuilder.build();183;16;1;11;8;6;1;12;2;10;4;4;5;1;0;0;2;0;net.objecthunter.exp4j.ExpressionBuilderTest.testExpression1();0;9;5;5;4;1;0;7;4;3;1;1;1;1;0;0;0;0;net.objecthunter.exp4j.ExpressionBuilderTest.testExpression1();17;1;4;10;0.7142857142857143;3;0.5;
net.objecthunter.exp4j.ExpressionBuilder.build();183;16;1;11;8;6;1;12;2;10;4;4;5;1;0;0;2;0;net.objecthunter.exp4j.ExpressionBuilderTest.testExpression11();0;12;7;10;9;1;0;7;6;1;1;1;1;1;0;0;0;0;net.objecthunter.exp4j.ExpressionBuilderTest.testExpression11();21;1;6;10;0.7142857142857143;3;0.5;
net.objecthunter.exp4j.ExpressionBuilder.build();183;16;1;11;8;6;1;12;2;10;4;4;5;1;0;0;2;0;net.objecthunter.exp4j.ExpressionBuilderTest.testExpressionBuilder6();1;25;8;18;5;1;0;17;8;9;1;1;1;1;0;0;0;0;net.objecthunter.exp4j.ExpressionBuilderTest.testExpressionBuilder6();17;1;4;10;0.7142857142857143;3;0.5;
net.objecthunter.exp4j.ExpressionBuilder.build();183;16;1;11;8;6;1;12;2;10;4;4;5;1;0;0;2;0;net.objecthunter.exp4j.ExpressionBuilderTest.testExpression12();0;7;5;5;6;1;0;5;4;1;1;1;1;1;0;0;0;0;net.objecthunter.exp4j.ExpressionBuilderTest.testExpression12();17;1;4;10;0.7142857142857143;3;0.5;
net.objecthunter.exp4j.ExpressionBuilder.build();183;16;1;11;8;6;1;12;2;10;4;4;5;1;0;0;2;0;net.objecthunter.exp4j.ExpressionBuilderTest.testExpression13();0;7;5;5;5;1;0;5;4;1;1;1;1;1;0;0;0;0;net.objecthunter.exp4j.ExpressionBuilderTest.testExpression13();17;1;4;10;0.7142857142857143;3;0.5;
net.objecthunter.exp4j.ExpressionBuilder.build();183;16;1;11;8;6;1;12;2;10;4;4;5;1;0;0;2;0;net.objecthunter.exp4j.ExpressionBuilderTest.testExpressionBuilder7();0;8;3;6;9;1;0;4;2;2;1;1;1;1;0;0;0;0;net.objecthunter.exp4j.ExpressionBuilderTest.testExpressionBuilder7();19;1;5;10;0.7142857142857143;3;0.5;
net.objecthunter.exp4j.ExpressionBuilder.build();183;16;1;11;8;6;1;12;2;10;4;4;5;1;0;0;2;0;net.objecthunter.exp4j.ExpressionBuilderTest.testExpressionBuilder8();0;8;3;6;9;1;0;4;2;2;1;1;1;1;0;0;0;0;net.objecthunter.exp4j.ExpressionBuilderTest.testExpressionBuilder8();23;1;7;10;0.7142857142857143;3;0.5;
net.objecthunter.exp4j.ExpressionBuilder.build();183;16;1;11;8;6;1;12;2;10;4;4;5;1;0;0;2;0;net.objecthunter.exp4j.ExpressionBuilderTest.testFunction1();1;15;6;11;7;1;0;7;5;2;1;1;1;1;0;0;0;0;net.objecthunter.exp4j.ExpressionBuilderTest.testFunction1();19;1;5;10;0.7142857142857143;3;0.5;
net.objecthunter.exp4j.ExpressionBuilder.build();183;16;1;11;8;6;1;12;2;10;4;4;5;1;0;0;2;0;net.objecthunter.exp4j.ExpressionBuilderTest.testFunction2();0;15;6;11;8;1;0;7;5;2;1;1;1;1;0;0;0;0;net.objecthunter.exp4j.ExpressionBuilderTest.testFunction2();19;1;5;10;0.7142857142857143;3;0.5;
net.objecthunter.exp4j.ExpressionBuilder.build();183;16;1;11;8;6;1;12;2;10;4;4;5;1;0;0;2;0;net.objecthunter.exp4j.ExpressionBuilderTest.testFunction3();2;22;8;16;7;1;0;10;7;3;1;1;1;1;0;0;0;0;net.objecthunter.exp4j.ExpressionBuilderTest.testFunction3();19;1;5;10;0.7142857142857143;3;0.5;
net.objecthunter.exp4j.ExpressionBuilder.build();183;16;1;11;8;6;1;12;2;10;4;4;5;1;0;0;2;0;net.objecthunter.exp4j.ExpressionBuilderTest.testFunction4();1;16;7;12;8;1;0;8;6;2;1;1;1;1;0;0;0;0;net.objecthunter.exp4j.ExpressionBuilderTest.testFunction4();19;1;5;10;0.7142857142857143;3;0.5;
net.objecthunter.exp4j.ExpressionBuilder.build();183;16;1;11;8;6;1;12;2;10;4;4;5;1;0;0;2;0;net.objecthunter.exp4j.ExpressionBuilderTest.testFunction5();2;23;9;17;8;1;0;11;8;3;1;1;1;1;0;0;0;0;net.objecthunter.exp4j.ExpressionBuilderTest.testFunction5();19;1;5;10;0.7142857142857143;3;0.5;
net.objecthunter.exp4j.ExpressionBuilder.build();183;16;1;11;8;6;1;12;2;10;4;4;5;1;0;0;2;0;net.objecthunter.exp4j.ExpressionBuilderTest.testFunction6();2;22;9;16;8;1;0;11;8;3;1;1;1;1;0;0;0;0;net.objecthunter.exp4j.ExpressionBuilderTest.testFunction6();19;1;5;10;0.7142857142857143;3;0.5;
net.objecthunter.exp4j.ExpressionBuilder.build();183;16;1;11;8;6;1;12;2;10;4;4;5;1;0;0;2;0;net.objecthunter.exp4j.ExpressionBuilderTest.testFunction7();0;14;5;10;7;1;0;6;4;2;1;1;1;1;0;0;0;0;net.objecthunter.exp4j.ExpressionBuilderTest.testFunction7();19;1;5;10;0.7142857142857143;3;0.5;
net.objecthunter.exp4j.ExpressionBuilder.build();183;16;1;11;8;6;1;12;2;10;4;4;5;1;0;0;2;0;net.objecthunter.exp4j.ExpressionBuilderTest.testExpression10();0;9;5;5;4;1;0;7;4;3;1;1;1;1;0;0;0;0;net.objecthunter.exp4j.ExpressionBuilderTest.testExpression10();17;1;4;10;0.7142857142857143;3;0.5;
net.objecthunter.exp4j.ExpressionBuilder.build();183;16;1;11;8;6;1;12;2;10;4;4;5;1;0;0;2;0;net.objecthunter.exp4j.ExpressionBuilderTest.testExpressionBuilder18();0;9;4;7;10;1;0;6;3;3;1;1;1;1;0;0;0;0;net.objecthunter.exp4j.ExpressionBuilderTest.testExpressionBuilder18();21;1;6;10;0.7142857142857143;3;0.5;
net.objecthunter.exp4j.ExpressionBuilder.build();183;16;1;11;8;6;1;12;2;10;4;4;5;1;0;0;2;0;net.objecthunter.exp4j.ExpressionBuilderTest.testExpressionBuilder19();0;9;4;7;10;1;0;6;3;3;1;1;1;1;0;0;0;0;net.objecthunter.exp4j.ExpressionBuilderTest.testExpressionBuilder19();21;1;6;10;0.7142857142857143;3;0.5;
net.objecthunter.exp4j.ExpressionBuilder.build();183;16;1;11;8;6;1;12;2;10;4;4;5;1;0;0;2;0;net.objecthunter.exp4j.ExpressionBuilderTest.testUnaryMinus();0;5;3;3;4;1;0;3;2;1;1;1;1;1;0;0;0;0;net.objecthunter.exp4j.ExpressionBuilderTest.testUnaryMinus();17;1;4;10;0.7142857142857143;3;0.5;
net.objecthunter.exp4j.ExpressionBuilder.build();183;16;1;11;8;6;1;12;2;10;4;4;5;1;0;0;2;0;net.objecthunter.exp4j.ExpressionBuilderTest.testUnaryMinusPowerPrecedence();0;5;3;3;4;1;0;3;2;1;1;1;1;1;0;0;0;0;net.objecthunter.exp4j.ExpressionBuilderTest.testUnaryMinusPowerPrecedence();17;1;4;10;0.7142857142857143;3;0.5;
net.objecthunter.exp4j.ExpressionBuilder.build();183;16;1;11;8;6;1;12;2;10;4;4;5;1;0;0;2;0;net.objecthunter.exp4j.ExpressionBuilderTest.testExpression15();0;7;5;5;6;1;0;5;4;1;1;1;1;1;0;0;0;0;net.objecthunter.exp4j.ExpressionBuilderTest.testExpression15();17;1;4;10;0.7142857142857143;3;0.5;
net.objecthunter.exp4j.ExpressionBuilder.build();183;16;1;11;8;6;1;12;2;10;4;4;5;1;0;0;2;0;net.objecthunter.exp4j.ExpressionBuilderTest.testExpression14();0;7;5;5;5;1;0;5;4;1;1;1;1;1;0;0;0;0;net.objecthunter.exp4j.ExpressionBuilderTest.testExpression14();17;1;4;10;0.7142857142857143;3;0.5;
net.objecthunter.exp4j.function.Function.Function(String,int);3;11;1;7;4;4;1;7;1;6;3;3;3;1;0;0;1;0;net.objecthunter.exp4j.ExpressionBuilderTest.testFunction10();0;16;5;11;7;1;0;6;4;2;1;1;1;1;0;0;0;0;net.objecthunter.exp4j.ExpressionBuilderTest.testFunction10();6;0;0;5;0.5555555555555556;1;0.3333333333333333;
net.objecthunter.exp4j.function.Function.Function(String,int);3;11;1;7;4;4;1;7;1;6;3;3;3;1;0;0;1;0;net.objecthunter.exp4j.ExpressionBuilderTest.testFunction11();0;17;5;12;8;1;0;6;4;2;1;1;1;1;0;0;0;0;net.objecthunter.exp4j.ExpressionBuilderTest.testFunction11();6;0;0;5;0.5555555555555556;1;0.3333333333333333;
net.objecthunter.exp4j.function.Function.Function(String,int);3;11;1;7;4;4;1;7;1;6;3;3;3;1;0;0;1;0;net.objecthunter.exp4j.ExpressionBuilderTest.testFunction12();0;18;6;12;5;1;0;12;6;6;1;1;1;1;0;0;0;0;net.objecthunter.exp4j.ExpressionBuilderTest.testFunction12();6;0;0;5;0.5555555555555556;1;0.3333333333333333;
net.objecthunter.exp4j.function.Function.Function(String,int);3;11;1;7;4;4;1;7;1;6;3;3;3;1;0;0;1;0;net.objecthunter.exp4j.ExpressionBuilderTest.testFunction13();0;21;7;15;7;1;0;13;7;6;1;1;1;1;0;0;0;0;net.objecthunter.exp4j.ExpressionBuilderTest.testFunction13();6;0;0;5;0.5555555555555556;1;0.3333333333333333;
net.objecthunter.exp4j.function.Function.Function(String,int);3;11;1;7;4;4;1;7;1;6;3;3;3;1;0;0;1;0;net.objecthunter.exp4j.ExpressionBuilderTest.testFunction14();0;17;8;13;8;1;0;9;7;2;1;1;1;1;0;0;0;0;net.objecthunter.exp4j.ExpressionBuilderTest.testFunction14();6;0;0;5;0.5555555555555556;1;0.3333333333333333;
net.objecthunter.exp4j.function.Function.Function(String,int);3;11;1;7;4;4;1;7;1;6;3;3;3;1;0;0;1;0;net.objecthunter.exp4j.ExpressionBuilderTest.testFunction15();0;17;8;13;7;1;0;9;7;2;1;1;1;1;0;0;0;0;net.objecthunter.exp4j.ExpressionBuilderTest.testFunction15();6;0;0;5;0.5555555555555556;1;0.3333333333333333;
net.objecthunter.exp4j.function.Function.Function(String,int);3;11;1;7;4;4;1;7;1;6;3;3;3;1;0;0;1;0;net.objecthunter.exp4j.ExpressionBuilderTest.testFunction16();0;16;7;12;10;1;0;8;6;2;1;1;1;1;0;0;0;0;net.objecthunter.exp4j.ExpressionBuilderTest.testFunction16();6;0;0;5;0.5555555555555556;1;0.3333333333333333;
net.objecthunter.exp4j.function.Function.Function(String,int);3;11;1;7;4;4;1;7;1;6;3;3;3;1;0;0;1;0;net.objecthunter.exp4j.FunctionsTest.testFunctionNameZeroArgs();0;9;3;5;2;1;0;5;3;2;1;1;1;1;0;0;0;0;net.objecthunter.exp4j.FunctionsTest.testFunctionNameZeroArgs();6;0;0;5;0.5555555555555556;1;0.3333333333333333;
net.objecthunter.exp4j.function.Function.Function(String,int);3;11;1;7;4;4;1;7;1;6;3;3;3;1;0;0;1;0;net.objecthunter.exp4j.FunctionsTest.testFunctionNameNegativeArgs();0;8;3;4;0;1;0;4;3;1;1;1;1;1;0;0;0;0;net.objecthunter.exp4j.FunctionsTest.testFunctionNameNegativeArgs();4;0;0;3;0.3333333333333333;1;0.3333333333333333;
net.objecthunter.exp4j.function.Function.isValidFunctionName(String);3;19;3;13;5;6;1;16;4;12;6;6;8;6;5;5;2;5;net.objecthunter.exp4j.FunctionsTest.testCheckFunctionNames();0;25;1;23;3;1;0;24;1;23;1;1;1;1;0;0;0;0;net.objecthunter.exp4j.FunctionsTest.testCheckFunctionNames();27.53846153846154;1;4.769230769230769;16;0.8421052631578947;16;0.7619047619047619;
net.objecthunter.exp4j.Expression.evaluate();209;43;11;33;17;30;1;37;13;24;13;13;13;1;4;0;3;0;net.objecthunter.exp4j.ExpressionTest.testExpression1();0;9;4;6;6;1;0;4;3;1;1;1;1;1;0;0;0;0;net.objecthunter.exp4j.ExpressionTest.testExpression1();22;1;3;15;0.35714285714285715;1;0.013333333333333334;
net.objecthunter.exp4j.Expression.evaluate();209;43;11;33;17;30;1;37;13;24;13;13;13;1;4;0;3;0;net.objecthunter.exp4j.ExpressionTest.testFactorial();1;78;7;71;8;1;0;47;7;40;1;1;1;1;0;0;0;0;net.objecthunter.exp4j.ExpressionTest.testFactorial();35.333333333333336;1;4.333333333333333;18;0.42857142857142855;1;0.013333333333333334;
net.objecthunter.exp4j.Expression.evaluate();209;43;11;33;17;30;1;37;13;24;13;13;13;1;4;0;3;0;net.objecthunter.exp4j.ExpressionTest.testClearVariables();0;25;6;21;9;4;1;20;6;14;3;3;3;1;2;0;1;0;net.objecthunter.exp4j.ExpressionTest.testClearVariables();20;1;1.5;20;0.47619047619047616;2;0.02666666666666667;
net.objecthunter.exp4j.Expression.validate(boolean);36;48;7;35;12;160;2;34;9;25;17;14;17;3;7;4;4;3;net.objecthunter.exp4j.ExpressionValidateTest.testValidateNumber();0;6;4;4;5;1;0;4;3;1;1;1;1;1;0;0;0;0;net.objecthunter.exp4j.ExpressionValidateTest.testValidateNumber();13;1;1;12;0.2727272727272727;2;0.011235955056179775;
net.objecthunter.exp4j.Expression.validate(boolean);36;48;7;35;12;160;2;34;9;25;17;14;17;3;7;4;4;3;net.objecthunter.exp4j.ExpressionValidateTest.testValidateFunctionWithTwoArguments();1;8;4;6;7;1;0;4;3;1;1;1;1;1;0;0;0;0;net.objecthunter.exp4j.ExpressionValidateTest.testValidateFunctionWithTwoArguments();27;1;3;19;0.4318181818181818;9;0.05056179775280899;
net.objecthunter.exp4j.Expression.validate(boolean);36;48;7;35;12;160;2;34;9;25;17;14;17;3;7;4;4;3;net.objecthunter.exp4j.ExpressionValidateTest.testValidateFunctionWithTwoArgumentsAndOperator();1;8;4;6;7;1;0;4;3;1;1;1;1;1;0;0;0;0;net.objecthunter.exp4j.ExpressionValidateTest.testValidateFunctionWithTwoArgumentsAndOperator();38;1;5;23;0.5227272727272727;13;0.07303370786516854;
net.objecthunter.exp4j.Expression.validate(boolean);36;48;7;35;12;160;2;34;9;25;17;14;17;3;7;4;4;3;net.objecthunter.exp4j.ExpressionValidateTest.testValidateFunctionWithTwoAndThreeArgumentsAndMultipleOperator();2;8;4;6;7;1;0;4;3;1;1;1;1;1;0;0;0;0;net.objecthunter.exp4j.ExpressionValidateTest.testValidateFunctionWithTwoAndThreeArgumentsAndMultipleOperator();52;1;8;19;0.4318181818181818;9;0.05056179775280899;
